1518-03-20 00:04, #1291
1518-03-20 00:37, asleep
1518-03-20 00:53, up
1518-03-21 00:00, #1381
1518-03-21 00:19, asleep
1518-03-21 00:37, up
1518-03-21 00:48, asleep
1518-03-21 00:53, up
1518-03-22 00:04, #811
1518-03-22 00:08, asleep
1518-03-22 00:09, up
1518-03-22 00:19, asleep
1518-03-22 00:27, up
1518-03-23 00:02, #811
1518-03-23 00:15, asleep
1518-03-23 00:16, up
1518-03-23 00:50, asleep
1518-03-23 00:57, up
1518-03-23 23:59, #2897
1518-03-24 00:29, asleep
1518-03-24 00:51, up
1518-03-24 23:58, #2381
1518-03-25 00:12, asleep
1518-03-25 00:57, up
1518-03-25 23:51, #3109
1518-03-26 00:02, asleep
1518-03-26 00:11, up
1518-03-26 00:45, asleep
1518-03-26 00:49, up
1518-03-26 00:54, asleep
1518-03-26 00:58, up
1518-03-26 23:59, #2411
1518-03-27 00:27, asleep
1518-03-27 00:35, up
1518-03-27 00:40, asleep
1518-03-27 00:49, up
1518-03-27 23:56, #1381
1518-03-28 00:29, asleep
1518-03-28 00:54, up
1518-03-29 00:00, #1069
1518-03-29 00:29, asleep
1518-03-29 00:51, up
1518-03-30 00:02, #1327
1518-03-30 00:31, asleep
1518-03-30 00:46, up
1518-03-30 23:58, #3109
1518-03-31 00:20, asleep
1518-03-31 00:59, up
1518-03-31 23:57, #239
1518-04-01 00:29, asleep
1518-04-01 00:35, up
1518-04-01 00:49, asleep
1518-04-01 00:58, up
1518-04-01 23:48, #2897
1518-04-02 00:03, asleep
1518-04-02 00:38, up
1518-04-02 23:56, #2459
1518-04-03 00:35, asleep
1518-04-03 00:59, up
1518-04-04 00:02, #1291
1518-04-04 00:18, asleep
1518-04-04 00:21, up
1518-04-04 00:37, asleep
1518-04-04 00:51, up
1518-04-05 00:00, #2003
1518-04-05 00:13, asleep
1518-04-05 00:45, up
1518-04-05 23:58, #811
1518-04-06 00:44, asleep
1518-04-06 00:49, up
1518-04-07 00:04, #2999
1518-04-07 00:10, asleep
1518-04-07 00:26, up
1518-04-07 23:56, #2999
1518-04-08 00:07, asleep
1518-04-08 00:18, up
1518-04-08 00:24, asleep
1518-04-08 00:52, up
1518-04-09 00:03, #283
1518-04-09 23:59, #1381
1518-04-10 00:07, asleep
1518-04-10 00:12, up
1518-04-11 00:03, #1069
1518-04-11 00:33, asleep
1518-04-11 00:44, up
1518-04-12 00:00, #2137
1518-04-12 00:13, asleep
1518-04-12 00:53, up
1518-04-13 00:03, #3463
1518-04-13 00:47, asleep
1518-04-13 00:51, up
1518-04-14 00:00, #3463
1518-04-14 00:37, asleep
1518-04-14 00:49, up
1518-04-14 23:56, #2411
1518-04-15 00:10, asleep
1518-04-15 00:17, up
1518-04-15 00:42, asleep
1518-04-15 00:58, up
1518-04-16 00:03, #191
1518-04-16 00:28, asleep
1518-04-16 00:29, up
1518-04-16 00:37, asleep
1518-04-16 00:41, up
1518-04-16 00:46, asleep
1518-04-16 00:55, up
1518-04-17 00:01, #2003
1518-04-17 00:16, asleep
1518-04-17 00:55, up
1518-04-17 23:52, #2459
1518-04-18 00:04, asleep
1518-04-18 00:55, up
1518-04-19 00:01, #1327
1518-04-19 00:24, asleep
1518-04-19 00:52, up
1518-04-20 00:01, #1009
1518-04-20 00:55, asleep
1518-04-20 00:58, up
1518-04-21 00:03, #2137
1518-04-21 00:09, asleep
1518-04-21 00:22, up
1518-04-21 00:43, asleep
1518-04-21 00:51, up
1518-04-21 23:59, #941
1518-04-22 00:16, asleep
1518-04-22 00:54, up
1518-04-23 00:00, #3109
1518-04-23 00:19, asleep
1518-04-23 00:32, up
1518-04-23 00:38, asleep
1518-04-23 00:49, up
1518-04-24 00:02, #3109
1518-04-24 00:09, asleep
1518-04-24 00:46, up
1518-04-25 00:01, #1381
1518-04-25 00:53, asleep
1518-04-25 00:54, up
1518-04-25 00:57, asleep
1518-04-25 00:58, up
1518-04-25 23:57, #2411
1518-04-26 00:12, asleep
1518-04-26 00:57, up
1518-04-26 23:47, #2003
1518-04-27 00:05, asleep
1518-04-27 00:33, up
1518-04-27 23:58, #1381
1518-04-28 00:14, asleep
1518-04-28 00:16, up
1518-04-28 00:29, asleep
1518-04-28 00:36, up
1518-04-28 00:42, asleep
1518-04-28 00:52, up
1518-04-28 23:57, #2999
1518-04-29 00:13, asleep
1518-04-29 00:46, up
1518-04-30 00:00, #1069
1518-04-30 00:39, asleep
1518-04-30 00:45, up
1518-04-30 23:59, #1229
1518-05-01 00:06, asleep
1518-05-01 00:14, up
1518-05-01 00:27, asleep
1518-05-01 00:55, up
1518-05-01 23:58, #2999
1518-05-02 00:13, asleep
1518-05-02 00:32, up
1518-05-02 23:53, #191
1518-05-03 00:01, asleep
1518-05-03 00:30, up
1518-05-03 00:35, asleep
1518-05-03 00:47, up
1518-05-04 00:00, #2003
1518-05-04 00:13, asleep
1518-05-04 00:49, up
1518-05-04 00:53, asleep
1518-05-04 00:58, up
1518-05-05 00:00, #1327
1518-05-05 00:24, asleep
1518-05-05 00:29, up
1518-05-05 23:47, #2137
1518-05-06 00:00, asleep
1518-05-06 00:19, up
1518-05-07 00:03, #239
1518-05-07 00:36, asleep
1518-05-07 00:47, up
1518-05-08 00:04, #1069
1518-05-08 00:12, asleep
1518-05-08 00:14, up
1518-05-08 23:58, #2999
1518-05-09 00:22, asleep
1518-05-09 00:27, up
1518-05-09 00:30, asleep
1518-05-09 00:32, up
1518-05-09 00:56, asleep
1518-05-09 00:57, up
1518-05-10 00:00, #2897
1518-05-10 00:19, asleep
1518-05-10 00:21, up
1518-05-11 00:00, #2411
1518-05-11 00:23, asleep
1518-05-11 00:57, up
1518-05-12 00:00, #2999
1518-05-12 00:21, asleep
1518-05-12 00:26, up
1518-05-12 00:49, asleep
1518-05-12 00:57, up
1518-05-13 00:04, #137
1518-05-13 23:56, #1291
1518-05-14 00:09, asleep
1518-05-14 00:23, up
1518-05-14 00:38, asleep
1518-05-14 00:41, up
1518-05-14 23:49, #1009
1518-05-15 00:01, asleep
1518-05-15 00:54, up
1518-05-15 23:58, #1009
1518-05-16 00:17, asleep
1518-05-16 00:35, up
1518-05-16 00:48, asleep
1518-05-16 00:57, up
1518-05-17 00:00, #2999
1518-05-17 00:14, asleep
1518-05-17 00:15, up
1518-05-17 00:18, asleep
1518-05-17 00:47, up
1518-05-18 00:02, #1291
1518-05-18 00:09, asleep
1518-05-18 00:44, up
1518-05-18 00:49, asleep
1518-05-18 00:54, up
1518-05-19 00:00, #2003
1518-05-19 00:11, asleep
1518-05-19 00:15, up
1518-05-19 00:21, asleep
1518-05-19 00:22, up
1518-05-19 00:40, asleep
1518-05-19 00:47, up
1518-05-20 00:03, #1009
1518-05-20 00:11, asleep
1518-05-20 00:53, up
1518-05-20 23:57, #941
1518-05-21 00:32, asleep
1518-05-21 00:54, up
1518-05-22 00:04, #3109
1518-05-22 00:12, asleep
1518-05-22 00:25, up
1518-05-22 00:43, asleep
1518-05-22 00:46, up
1518-05-23 00:04, #1291
1518-05-23 00:25, asleep
1518-05-23 00:59, up
1518-05-24 00:03, #3109
1518-05-24 00:37, asleep
1518-05-24 00:41, up
1518-05-24 00:49, asleep
1518-05-24 00:55, up
1518-05-24 23:57, #2999
1518-05-25 00:26, asleep
1518-05-25 00:29, up
1518-05-25 23:59, #2053
1518-05-26 00:21, asleep
1518-05-26 00:58, up
1518-05-27 00:00, #2003
1518-05-27 00:08, asleep
1518-05-27 00:30, up
1518-05-28 00:04, #2411
1518-05-28 00:12, asleep
1518-05-28 00:33, up
1518-05-28 00:41, asleep
1518-05-28 00:49, up
1518-05-28 23:59, #1069
1518-05-29 00:27, asleep
1518-05-29 00:58, up
1518-05-30 00:01, #1229
1518-05-30 00:14, asleep
1518-05-30 00:34, up
1518-05-31 00:02, #1381
1518-05-31 00:40, asleep
1518-05-31 00:42, up
1518-06-01 00:00, #1009
1518-06-01 00:18, asleep
1518-06-01 00:53, up
1518-06-01 23:59, #239
1518-06-02 00:44, asleep
1518-06-02 00:53, up
1518-06-02 00:57, asleep
1518-06-02 00:58, up
1518-06-03 00:03, #239
1518-06-03 00:52, asleep
1518-06-03 00:59, up
1518-06-03 23:59, #3109
1518-06-04 00:18, asleep
1518-06-04 00:36, up
1518-06-05 00:01, #811
1518-06-05 00:28, asleep
1518-06-05 00:31, up
1518-06-06 00:04, #941
1518-06-06 00:07, asleep
1518-06-06 00:20, up
1518-06-06 00:25, asleep
1518-06-06 00:43, up
1518-06-06 00:52, asleep
1518-06-06 00:54, up
1518-06-07 00:03, #3109
1518-06-07 00:27, asleep
1518-06-07 00:44, up
1518-06-07 23:56, #1069
1518-06-08 00:26, asleep
1518-06-08 00:54, up
1518-06-08 23:58, #1381
1518-06-09 00:24, asleep
1518-06-09 00:46, up
1518-06-09 00:49, asleep
1518-06-09 00:56, up
1518-06-09 23:50, #1229
1518-06-10 00:01, asleep
1518-06-10 00:46, up
1518-06-11 00:01, #941
1518-06-11 00:06, asleep
1518-06-11 00:08, up
1518-06-11 00:28, asleep
1518-06-11 00:42, up
1518-06-12 00:00, #2381
1518-06-12 00:13, asleep
1518-06-12 00:28, up
1518-06-13 00:00, #1069
1518-06-13 00:34, asleep
1518-06-13 00:46, up
1518-06-13 00:51, asleep
1518-06-13 00:52, up
1518-06-13 23:49, #3109
1518-06-14 00:04, asleep
1518-06-14 00:50, up
1518-06-14 23:59, #3109
1518-06-15 00:12, asleep
1518-06-15 00:59, up
1518-06-16 00:00, #2459
1518-06-16 00:32, asleep
1518-06-16 00:59, up
1518-06-17 00:03, #811
1518-06-17 00:32, asleep
1518-06-17 00:57, up
1518-06-18 00:02, #1229
1518-06-18 00:17, asleep
1518-06-18 00:52, up
1518-06-18 23:50, #1229
1518-06-19 00:03, asleep
1518-06-19 00:07, up
1518-06-19 00:19, asleep
1518-06-19 00:37, up
1518-06-19 23:58, #2459
1518-06-20 00:15, asleep
1518-06-20 00:37, up
1518-06-20 00:43, asleep
1518-06-20 00:57, up
1518-06-20 23:57, #283
1518-06-21 23:56, #191
1518-06-22 00:21, asleep
1518-06-22 00:51, up
1518-06-22 23:46, #2411
1518-06-23 00:01, asleep
1518-06-23 00:49, up
1518-06-24 00:03, #191
1518-06-24 00:09, asleep
1518-06-24 00:37, up
1518-06-24 00:40, asleep
1518-06-24 00:54, up
1518-06-25 00:03, #2459
1518-06-25 00:16, asleep
1518-06-25 00:18, up
1518-06-25 00:42, asleep
1518-06-25 00:55, up
1518-06-25 23:48, #1327
1518-06-26 00:03, asleep
1518-06-26 00:30, up
1518-06-26 00:40, asleep
1518-06-26 00:41, up
1518-06-26 00:46, asleep
1518-06-26 00:47, up
1518-06-27 00:00, #2053
1518-06-27 00:21, asleep
1518-06-27 00:41, up
1518-06-27 00:47, asleep
1518-06-27 00:48, up
1518-06-27 00:56, asleep
1518-06-27 00:59, up
1518-06-28 00:00, #941
1518-06-28 00:29, asleep
1518-06-28 00:52, up
1518-06-29 00:04, #1381
1518-06-29 00:09, asleep
1518-06-29 00:39, up
1518-06-29 00:44, asleep
1518-06-29 00:57, up
1518-06-29 23:57, #2003
1518-06-30 00:25, asleep
1518-06-30 00:50, up
1518-07-01 00:00, #2999
1518-07-01 00:11, asleep
1518-07-01 00:32, up
1518-07-01 23:58, #1229
1518-07-02 00:09, asleep
1518-07-02 00:47, up
1518-07-03 00:01, #2381
1518-07-03 00:11, asleep
1518-07-03 00:42, up
1518-07-03 23:59, #191
1518-07-04 00:13, asleep
1518-07-04 00:21, up
1518-07-04 23:47, #1069
1518-07-05 00:02, asleep
1518-07-05 00:12, up
1518-07-05 00:17, asleep
1518-07-05 00:56, up
1518-07-05 23:51, #1009
1518-07-06 00:03, asleep
1518-07-06 00:42, up
1518-07-06 23:56, #2999
1518-07-07 00:09, asleep
1518-07-07 00:27, up
1518-07-07 23:58, #3109
1518-07-08 00:27, asleep
1518-07-08 00:41, up
1518-07-08 00:47, asleep
1518-07-08 00:55, up
1518-07-08 23:58, #239
1518-07-09 00:43, asleep
1518-07-09 00:52, up
1518-07-09 23:47, #1069
1518-07-10 00:03, asleep
1518-07-10 00:17, up
1518-07-10 00:21, asleep
1518-07-10 00:28, up
1518-07-10 00:39, asleep
1518-07-10 00:55, up
1518-07-11 00:03, #2459
1518-07-11 00:55, asleep
1518-07-11 00:56, up
1518-07-12 00:01, #1009
1518-07-12 00:10, asleep
1518-07-12 00:27, up
1518-07-12 00:45, asleep
1518-07-12 00:57, up
1518-07-13 00:01, #2411
1518-07-13 00:35, asleep
1518-07-13 00:42, up
1518-07-13 23:59, #1229
1518-07-14 00:22, asleep
1518-07-14 00:52, up
1518-07-15 00:03, #191
1518-07-15 00:22, asleep
1518-07-15 00:36, up
1518-07-16 00:01, #2459
1518-07-16 00:37, asleep
1518-07-16 00:55, up
1518-07-17 00:00, #1291
1518-07-17 00:42, asleep
1518-07-17 00:45, up
1518-07-18 00:00, #1327
1518-07-18 00:57, asleep
1518-07-18 00:58, up
1518-07-18 23:57, #1229
1518-07-19 00:35, asleep
1518-07-19 00:58, up
1518-07-20 00:00, #3463
1518-07-20 00:37, asleep
1518-07-20 00:52, up
1518-07-21 00:01, #191
1518-07-21 00:22, asleep
1518-07-21 00:27, up
1518-07-21 00:48, asleep
1518-07-21 00:54, up
1518-07-21 23:50, #2411
1518-07-22 00:02, asleep
1518-07-22 00:04, up
1518-07-22 00:12, asleep
1518-07-22 00:31, up
1518-07-22 00:35, asleep
1518-07-22 00:40, up
1518-07-22 00:56, asleep
1518-07-22 00:57, up
1518-07-23 00:00, #2003
1518-07-23 00:09, asleep
1518-07-23 00:54, up
1518-07-24 00:02, #191
1518-07-24 00:06, asleep
1518-07-24 00:30, up
1518-07-24 00:35, asleep
1518-07-24 00:48, up
1518-07-24 00:51, asleep
1518-07-24 00:59, up
1518-07-25 00:01, #2999
1518-07-25 00:20, asleep
1518-07-25 00:50, up
1518-07-25 23:47, #1229
1518-07-26 00:05, asleep
1518-07-26 00:32, up
1518-07-26 23:56, #1381
1518-07-27 00:07, asleep
1518-07-27 00:19, up
1518-07-27 00:40, asleep
1518-07-27 00:46, up
1518-07-27 23:59, #239
1518-07-28 00:18, asleep
1518-07-28 00:30, up
1518-07-28 23:57, #3463
1518-07-29 00:26, asleep
1518-07-29 00:49, up
1518-07-29 00:52, asleep
1518-07-29 00:56, up
1518-07-30 00:02, #811
1518-07-30 00:16, asleep
1518-07-30 00:36, up
1518-07-30 00:39, asleep
1518-07-30 00:48, up
1518-07-30 00:51, asleep
1518-07-30 00:56, up
1518-07-30 23:51, #191
1518-07-31 00:01, asleep
1518-07-31 00:42, up
1518-07-31 23:56, #2999
1518-08-01 00:23, asleep
1518-08-01 00:25, up
1518-08-01 00:32, asleep
1518-08-01 00:36, up
1518-08-01 23:58, #2999
1518-08-02 00:23, asleep
1518-08-02 00:28, up
1518-08-02 00:53, asleep
1518-08-02 00:56, up
1518-08-02 23:56, #941
1518-08-03 00:06, asleep
1518-08-03 00:58, up
1518-08-04 00:04, #239
1518-08-04 00:23, asleep
1518-08-04 00:57, up
1518-08-04 23:59, #941
1518-08-05 00:42, asleep
1518-08-05 00:53, up
1518-08-05 23:52, #2137
1518-08-06 00:04, asleep
1518-08-06 00:06, up
1518-08-07 00:02, #2381
1518-08-07 00:14, asleep
1518-08-07 00:53, up
1518-08-07 00:57, asleep
1518-08-07 00:58, up
1518-08-08 00:01, #3463
1518-08-08 00:28, asleep
1518-08-08 00:34, up
1518-08-08 00:49, asleep
1518-08-08 00:56, up
1518-08-09 00:02, #2003
1518-08-09 00:09, asleep
1518-08-09 00:58, up
1518-08-09 23:52, #2411
1518-08-10 00:04, asleep
1518-08-10 00:37, up
1518-08-10 00:42, asleep
1518-08-10 00:59, up
1518-08-11 00:02, #137
1518-08-11 23:58, #1009
1518-08-12 00:08, asleep
1518-08-12 00:21, up
1518-08-12 00:41, asleep
1518-08-12 00:48, up
1518-08-12 23:57, #191
1518-08-13 00:14, asleep
1518-08-13 00:25, up
1518-08-13 23:59, #2459
1518-08-14 00:19, asleep
1518-08-14 00:39, up
1518-08-14 00:45, asleep
1518-08-14 00:47, up
1518-08-14 00:53, asleep
1518-08-14 00:54, up
1518-08-14 23:57, #1291
1518-08-15 00:21, asleep
1518-08-15 00:45, up
1518-08-16 00:00, #2999
1518-08-16 00:20, asleep
1518-08-16 00:25, up
1518-08-16 00:28, asleep
1518-08-16 00:57, up
1518-08-17 00:04, #239
1518-08-17 00:16, asleep
1518-08-17 00:43, up
1518-08-17 23:48, #1069
1518-08-18 00:03, asleep
1518-08-18 00:21, up
1518-08-18 00:35, asleep
1518-08-18 00:55, up
1518-08-18 23:59, #2897
1518-08-19 00:32, asleep
1518-08-19 00:34, up
1518-08-20 00:03, #1009
1518-08-20 00:53, asleep
1518-08-20 00:55, up
1518-08-20 23:54, #239
1518-08-21 00:03, asleep
1518-08-21 00:04, up
1518-08-21 00:21, asleep
1518-08-21 00:23, up
1518-08-21 00:35, asleep
1518-08-21 00:47, up
1518-08-21 00:57, asleep
1518-08-21 00:59, up
1518-08-22 00:00, #1069
1518-08-22 00:11, asleep
1518-08-22 00:36, up
1518-08-22 00:55, asleep
1518-08-22 00:58, up
1518-08-23 00:04, #2411
1518-08-23 00:17, asleep
1518-08-23 00:51, up
1518-08-23 23:56, #941
1518-08-24 00:11, asleep
1518-08-24 00:19, up
1518-08-24 23:50, #1381
1518-08-25 00:01, asleep
1518-08-25 00:44, up
1518-08-26 00:00, #2459
1518-08-26 00:09, asleep
1518-08-26 00:21, up
1518-08-26 00:36, asleep
1518-08-26 00:58, up
1518-08-27 00:00, #1381
1518-08-27 00:16, asleep
1518-08-27 00:56, up
1518-08-28 00:00, #2003
1518-08-28 00:20, asleep
1518-08-28 00:24, up
1518-08-28 00:29, asleep
1518-08-28 00:43, up
1518-08-28 00:46, asleep
1518-08-28 00:47, up
1518-08-29 00:01, #2003
1518-08-29 00:20, asleep
1518-08-29 00:32, up
1518-08-29 23:56, #1381
1518-08-30 00:45, asleep
1518-08-30 00:56, up
1518-08-30 23:51, #239
1518-08-31 00:02, asleep
1518-08-31 00:57, up
1518-09-01 00:04, #1229
1518-09-01 00:39, asleep
1518-09-01 00:56, up
1518-09-02 00:00, #1229
1518-09-02 00:39, asleep
1518-09-02 00:57, up
1518-09-03 00:02, #3109
1518-09-03 00:46, asleep
1518-09-03 00:51, up
1518-09-03 00:54, asleep
1518-09-03 00:56, up
1518-09-03 23:57, #2897
1518-09-04 00:21, asleep
1518-09-04 00:43, up
1518-09-04 00:50, asleep
1518-09-04 00:57, up
1518-09-04 23:59, #2411
1518-09-05 00:49, asleep
1518-09-05 00:51, up
1518-09-05 00:55, asleep
1518-09-05 00:59, up
1518-09-06 00:03, #1229
1518-09-06 00:18, asleep
1518-09-06 00:38, up
1518-09-06 23:57, #941
1518-09-07 00:33, asleep
1518-09-07 00:56, up
1518-09-08 00:04, #3109
1518-09-08 00:43, asleep
1518-09-08 00:50, up
1518-09-09 00:00, #811
1518-09-09 00:56, asleep
1518-09-09 00:59, up
1518-09-09 23:57, #1381
1518-09-10 00:25, asleep
1518-09-10 00:54, up
1518-09-11 00:02, #2003
1518-09-11 00:20, asleep
1518-09-11 00:23, up
1518-09-11 00:33, asleep
1518-09-11 00:35, up
1518-09-11 00:46, asleep
1518-09-11 00:58, up
1518-09-11 23:56, #191
1518-09-12 00:17, asleep
1518-09-12 00:51, up
1518-09-12 23:56, #1381
1518-09-13 00:17, asleep
1518-09-13 00:27, up
1518-09-13 00:30, asleep
1518-09-13 00:41, up
1518-09-13 23:56, #1291
1518-09-14 00:26, asleep
1518-09-14 00:50, up
1518-09-14 23:58, #137
1518-09-16 00:00, #1381
1518-09-16 00:09, asleep
1518-09-16 00:23, up
1518-09-16 00:42, asleep
1518-09-16 00:55, up
1518-09-16 23:56, #2137
1518-09-17 00:11, asleep
1518-09-17 00:21, up
1518-09-18 00:03, #2411
1518-09-18 00:38, asleep
1518-09-18 00:58, up
1518-09-18 23:58, #3109
1518-09-19 00:28, asleep
1518-09-19 00:56, up
1518-09-20 00:02, #2381
1518-09-20 00:09, asleep
1518-09-20 00:13, up
1518-09-20 00:41, asleep
1518-09-20 00:47, up
1518-09-21 00:03, #191
1518-09-21 00:06, asleep
1518-09-21 00:19, up
1518-09-21 00:22, asleep
1518-09-21 00:39, up
1518-09-21 23:59, #2999
1518-09-22 00:21, asleep
1518-09-22 00:30, up
1518-09-23 00:01, #2897
1518-09-23 00:37, asleep
1518-09-23 00:40, up
1518-09-23 00:45, asleep
1518-09-23 00:46, up
1518-09-23 23:53, #2411
1518-09-24 00:05, asleep
1518-09-24 00:57, up
1518-09-25 00:02, #2999
1518-09-25 00:08, asleep
1518-09-25 00:11, up
1518-09-25 00:22, asleep
1518-09-25 00:34, up
1518-09-26 00:00, #239
1518-09-26 00:36, asleep
1518-09-26 00:58, up
1518-09-27 00:01, #2137
1518-09-27 00:08, asleep
1518-09-27 00:34, up
1518-09-27 00:42, asleep
1518-09-27 00:49, up
1518-09-27 23:59, #2999
1518-09-28 00:21, asleep
1518-09-28 00:46, up
1518-09-29 00:00, #2411
1518-09-29 00:14, asleep
1518-09-29 00:43, up
1518-09-29 00:51, asleep
1518-09-29 00:53, up
1518-09-30 00:00, #137
1518-10-01 00:01, #239
1518-10-01 00:46, asleep
1518-10-01 00:58, up
1518-10-01 23:52, #1069
1518-10-02 00:02, asleep
1518-10-02 00:46, up
1518-10-02 00:56, asleep
1518-10-02 00:59, up
1518-10-03 00:00, #2003
1518-10-03 00:08, asleep
1518-10-03 00:51, up
1518-10-04 00:03, #1381
1518-10-04 00:11, asleep
1518-10-04 00:53, up
1518-10-05 00:00, #2411
1518-10-05 00:10, asleep
1518-10-05 00:32, up
1518-10-05 23:59, #2459
1518-10-06 00:21, asleep
1518-10-06 00:24, up
1518-10-06 00:27, asleep
1518-10-06 00:36, up
1518-10-06 00:41, asleep
1518-10-06 00:42, up
1518-10-06 23:58, #3463
1518-10-07 00:49, asleep
1518-10-07 00:52, up
1518-10-08 00:00, #1381
1518-10-08 00:45, asleep
1518-10-08 00:49, up
1518-10-09 00:00, #3109
1518-10-09 00:20, asleep
1518-10-09 00:26, up
1518-10-09 00:36, asleep
1518-10-09 00:59, up
1518-10-10 00:00, #1291
1518-10-10 00:15, asleep
1518-10-10 00:37, up
1518-10-10 00:43, asleep
1518-10-10 00:59, up
1518-10-10 23:58, #1229
1518-10-11 00:42, asleep
1518-10-11 00:54, up
1518-10-12 00:01, #1009
1518-10-12 00:32, asleep
1518-10-12 00:33, up
1518-10-12 00:55, asleep
1518-10-12 00:56, up
1518-10-12 23:59, #239
1518-10-13 00:42, asleep
1518-10-13 00:44, up
1518-10-13 00:48, asleep
1518-10-13 00:58, up
1518-10-14 00:02, #2459
1518-10-14 00:11, asleep
1518-10-14 00:55, up
1518-10-15 00:00, #1327
1518-10-15 00:36, asleep
